PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	Dosing Guideline	External Vocabulary
PA164747190	lymecycline	"Chlorotetracycline","CTC","Chlortetracycline hydrochloride","7-Chlorotetracycline","Chlorotetracycline hydrochloride","CLTC","Chlortetracyclinium chloride","Chlortetracycline","Chlortetracyclin"	"Aureomicina","Aurofac","Biomitsin hydrochloride","Aureomycin hydrochloride","B-Aureo","Aurofac 10","Aureomycin monohydrochloride","Aureocina","Duomycin","Aureociclin","Orospray","Clorocipan","Psittacin hydrochloride","Acronize PD","Aureomycin A-377","Aureomykoin","Biomycin A","Centraureo","Chrusomykine","Chrysomykine","Isphamycin","Tetralysal","Acronize","Biomycin","Tocopherex","Biomycin hydrochloride","Flamycin","Aureocarmyl","Biovetin","Aureociclina","Aureocycline","Biomitsin","Tetra 5","Aureomycin","Auxeomycin","Tetrlysal 300"		Drug/Small Molecule	"ChEBI:59040","ChemSpider:23501197","DrugBank:DB00256","HET:CTC","KEGG Drug:D06884","PDB:CTC","PubChem Compound:24757945","PubChem Compound:5280963","PubChem Substance:46505518","Therapeutic Targets Database:DAP000881","Web Resource:http://en.wikipedia.org/wiki/Lymecycline"		No	"ATC:J01AA(Tetracyclines)","NDFRT:N0000167346(Lymecycline [Chemical/Ingredient])","RxNorm:6513(Lymecycline)","UMLS:C0024200(Lymecycline)"
PA164712882	Macrolides				Drug Class	null		No	"ATC:J01FA(Macrolides)","NDFRT:N0000007529(Macrolides [Chemical/Ingredient])","UMLS:C0282563(Macrolides [Chemical/Ingredient])"
PA164712883	Macrolides, Lincosamides And Streptogramins				Drug Class	null		No	""ATC:J01F(Macrolides, Lincosamides And Streptogramins)""
PA166114925	mafenide		"Sulfamylon"		Drug/Small Molecule	"PubChem Substance:134973919"		No	null
PA164712884	Magnesium				Drug Class	"BindingDB:15","ChEBI:25107","ChemSpider:865","DrugBank:DB01378","Drugs Product Database (DPD):13838","KEGG Compound:C00305","PubChem Compound:888","PubChem Substance:22394505","PubChem Substance:46508750","Web Resource:http://en.wikipedia.org/wiki/Magnesium"	[Mg]	No	"ATC:A02AA(Magnesium compounds)","ATC:A12CC(Magnesium)","NDFRT:N0000029441([TN460] MAGNESIUM)","RxNorm:6574(Magnesium)","UMLS:C0024467(Magnesium)"
PA450290	magnesium acetate		"Freamine Iii 3% W/ Electrolytes","Aminosyn 3.5% M","Aminosyn Ii 3.5% M In Plastic Container","Aminosyn 3.5% M In Plastic Container","Freamine Iii 8.5% W/ Electrolytes","Procalamine","Normosol-M And Dextrose 5% In Plastic Container"		Drug/Small Molecule	null	CC(=O)[O-].[Mg+2]	No	"RxNorm:314718(magnesium acetate)","UMLS:C0982266(magnesium acetate)"
PA450294	magnesium chloride				Drug/Small Molecule	null	[Mg+2].[Cl-]	No	"ATC:B05XA(Electrolyte solutions)","NDFRT:N0000146546(MAGNESIUM CHLORIDE)","RxNorm:6579(Magnesium Chloride)","UMLS:C0024472(Magnesium Chloride)"
PA164712885	Magnesium compounds				Drug Class	null		No	"ATC:A02AA(Magnesium compounds)","NDFRT:N0000007803(Magnesium Compounds [Chemical/Ingredient])","UMLS:C0206112(Magnesium Compounds [Chemical/Ingredient])"
PA450296	magnesium gluconate				Drug/Small Molecule	null		No	"ATC:A12CC(Magnesium)","NDFRT:N0000148147(MAGNESIUM (AS GLUCONATE))","RxNorm:52358(MAGNESIUM GLUCONATE)","UMLS:C0126777(MAGNESIUM GLUCONATE)"
PA450298	magnesium oxide				Drug/Small Molecule	"ChEBI:31794","ChemSpider:14108","DrugBank:DB01377","Drugs Product Database (DPD):39365","KEGG Compound:C12567","KEGG Drug:D01167","PubChem Compound:14792","PubChem Substance:10506457","PubChem Substance:46504815","Web Resource:http://en.wikipedia.org/wiki/Magnesia"	[O-2].[Mg+2]	No	"ATC:A12CC(Magnesium)","NDFRT:N0000148146(MAGNESIA)","RxNorm:6582(Magnesium Oxide)","UMLS:C0024477(Magnesium Oxide)"
PA450302	magnesium sulfate	"Magnesium sulfate heptahydrate","Bitter salt","Magnesium sulphate","Magnesium sulfate dried","Magnesium Sulphate Heptahydrate","Magnesium sulfate anhydrous","Magnesium Sulphate Hydrate"	"Elliotts B Solution","Sal amarum","Sel d'angleterre","Sal catharticum","Hair salt","Kieserite [as monohydrate]","Sal seidlitense","Salts of England","Epsom salts","Sal anglicum"	"Acti Poultice (Eucalyptus Oil + Magnesium Sulfate + Menthol + Methyl Salicylate + Thymol)","Agobyl Granule (Magnesium Sulfate + Peptone)","Agobyl Liquide (Magnesium Sulfate + Peptone)","Alsilax (Boldo + Cascara Sagrada + Magnesium Sulfate + Pancreatin + Peptone)","Amino Acid Concentrate Inj (Arginine Hcl + Calcium Chloride + Dexpanthenol + Dextrose + Dl-Methionine + Glutamic Acid + Histidine Hcl + Isoleucine + L-Cysteine Hydrochloride + L-Lysine Hydrochloride + Leucine + Magnesium Sulfate + Nicotinamide + Phenylalanine + Potassium Chloride + Sodium Acetate + Threonine + Tryptophan + Valine + Vitamin B1 (Thiamine) + Vitamin B12 + Vitamin B2 (Riboflavin) + Vitamin B6 (Pyridoxine))","Amino Acid Formula Inj (Alanine + Arginine + Calcium Chloride + Calcium D-Pantothenate + Dextrose + Dl-Methionine + Glutamic Acid + Glycine + Histidine + Isoleucine + L-Aspartic Acid + Leucine + Lysine + Magnesium Sulfate + Nicotinamide + Phenylalanine + Potassium Chloride + Proline + Pyridoxine Hydrochloride + Riboflavin 5'-Phosphate Sodium + Serine + Sodium Acetate + Sodium Glutamate + Thiamine Hydrochloride + Threonine + Tryptophan + Tyrosine + Valine + Vitamin B12)","Amino Acid Formula Inj (Alanine + Arginine + Calcium Chloride + Calcium D-Pantothenate + Dextrose + Glutamic Acid + Glycine + Histidine + Isoleucine + L-Aspartic Acid + Leucine + Lysine + Magnesium Sulfate + Methionine + Nicotinamide + Phenylalanine + Potassium Chloride + Proline + Pyridoxine Hydrochloride + Riboflavin-5-Phosphate + Serine + Sodium Acetate + Sodium Glutamate + Thiamine Hydrochloride + Threonine + Tryptophan + Tyrosine + Valine + Vitamin B12)","Amino Acid Inj (Arginine + Calcium Chloride + D-Pantothenic Acid (Calcium D-Pantothenate) + Dextrose + Histidine + Isoleucine + L-Cysteine Hydrochloride + Leucine + Lysine + Magnesium Sulfate + Methionine + Nicotinamide + Phenylalanine + Potassium Chloride + Pyridoxine Hydrochloride + Sodium Acetate + Threonine + Tryptophan + Valine + Vitamin B1 + Vitamin B12 + Vitamin B2)","Amino Lite (Arginine + Calcium Chloride + Dextrose + Isoleucine + L-Cysteine Hydrochloride + L-Histidine Hcl + L-Lysine Hydrochloride + Leucine + Magnesium Sulfate + Methionine + Nicotinic Acid + Phenylalanine + Potassium Chloride + Pyridoxine Hydrochloride + Sodium Glutamate + Thiamine Hydrochloride + Threonine + Tryptophan + Valine + Vitamin B12 + Vitamin B2 (Riboflavin 5'-Phosphate Sodium))","Amino Solution - Liq (Calcium Chloride + Calcium D-Pantothenate + Casein Hydrolysate + Dextrose + Magnesium Sulfate + Nicotinamide + Pyridoxine Hydrochloride + Sodium Acetate + Vitamin B1 (Acetiamine) + Vitamin B12 + Vitamin B2)","Amino Solution Inj (Arginine + Calcium Chloride + Calcium D-Pantothenate + Dextrose + Dl-Methionine + Histidine + Isoleucine + Leucine + Lysine + Magnesium Sulfate + Nicotinamide + Phenylalanine + Sodium Acetate + Threonine + Tryptophan + Valine + Vitamin B1 + Vitamin B12 + Vitamin B2 + Vitamin B6)","Anticoryzax (Calcium Lactophosphate + Magnesium Sulfate + Ribonucleic Acid + Vitamin C)","Bvs Amino Acid Solution Inj (Arginine Hcl + Calcium Chloride + Dexpanthenol + Dextrose + Dl-Isoleucine + L-Cysteine Hydrochloride + L-Histidine Hcl + L-Lysine Hydrochloride + Leucine + Magnesium Sulfate + Methionine + Nicotinamide + Phenylalanine + Potassium Chloride + Pyridoxine Hydrochloride + Sodium Acetate Hemodialysis + Sodium Glutamate + Threonine + Tryptophan + Valine + Vitamin B1 + Vitamin B12 + Vitamin B2)","Bylium Liq (Boldo + Cascara Sagrada + Magnesium Sulfate + Pancreatin + Peptone)","Calcium Lactate Et Magnesium Sulfate (Calcium Lactate + Magnesium Sulfate)",""Calcium/Magnesium Drink (Calcium (Calcium Lactate, Calcium Carbonate, Calcium Glycerophosphate) + Magnesium (Magnesium Citrate, Magnesium Sulfate, Magnesium Oxide))"","Calf Electrolytes (Calcium Lactate + Ferrous Sulfate + Magnesium Sulfate + Potassium Chloride + Sodium Chloride + Vitamin a + Vitamin B12)","Calf-Lyte (Calcium Chloride + Calcium D-Pantothenate + Dextrose + Glycine + Magnesium Sulfate + Potassium Chloride + Potassium Citrate + Potassium Phosphate Monobasic + Sodium Chloride + Sodium Phosphate Monobasic + Vitamin C)",""Disc-Discovery Tablets (Calcium (Calcium Phosphate (Dibasic), Calcium Ascorbate) + Magnesium (Magnesium Sulfate, Magnesium Oxide) + Manganese (Manganese Sulfate) + Potassium (Potassium Citrate) + Vitamin B6 (Pyridoxine Hydrochloride) + Vitamin C (Ascorbic Acid, Calcium Ascorbate) + Vitamin D3 (Cholecalciferol) + Zinc Sulfate)"","Eau Purgative Riga (Magnesium Sulfate + Sodium Sulfate)","Electrosul (Calcium Chloride + Calcium D-Pantothenate + Cobalt Sulfate + Copper Sulfate + Ferrous Sulfate + Magnesium Sulfate + Manganese Sulfate + Nicotinic Acid + Potassium Chloride + Sodium Chloride + Sulfamerazine Sodium + Sulfathiazole Sodium + Vitamin a + Vitamin B12 + Vitamin B2 + Vitamin D3 + Zinc Sulfate)","Flex Capsules (Calcium (Calcium Ascorbate) + Magnesium Sulfate + Potassium (Potassium Sulfate))","Formule 1705 - Liq (Magnesium Sulfate + Ox Bile Extract)","Ion Aid (Calcium Gluconate + Dextrose + Glycine + Magnesium Sulfate + Potassium Phosphate Monobasic + Sodium Chloride)","Laxabyl No109 (Barberry Root + Boldo + Cascara Sagrada + Magnesium Sulfate + Pancreatin + Peptone + Taraxacum Officinale Weber)","Life Guard H E Pws (Calcium Phosphate (Dibasic) + Dextrose + Glycine + Magnesium Sulfate + Potassium Chloride + Sodium Bicarbonate + Sodium Chloride)","Life Guard Oral (Calcium Phosphate (Dibasic) + Dextrose + Glycine + Magnesium Sulfate + Potassium Chloride + Protein + Sodium Bicarbonate + Sodium Chloride)","Life Guard Pws Twin-Pak (Calcium Phosphate + Dextrose + Glycine + Magnesium Sulfate + Potassium Chloride + Protein + Sodium Bicarbonate + Sodium Chloride)","Life-Guard H.E. Pwr (Calcium Phosphate + Dextrose + Glycine + Magnesium Sulfate + Potassium Chloride + Sodium Bicarbonate + Sodium Chloride)","Magnesium Cap (Magnesium Oxide + Magnesium Sulfate)","Magnesium Sulfate in 5%Dextrose Inj (20mg/Ml) (Dextrose + Magnesium Sulfate)","Medi-3-Sulvita (Calcium Chloride + D-Pantothenic Acid + Magnesium Sulfate + Nicotinamide + Potassium Chloride + Sodium Acetate + Sodium Chloride + Sulfamerazine Sodium + Sulfamethazine Sodium + Sulfathiazole Sodium + Vitamin a + Vitamin B12 + Vitamin B2 + Vitamin D3)","Multi-Vi-Min Capsules (Biotin + Chromium (Chromium Hvp Chelate) + D-Pantothenic Acid (Calcium D-Pantothenate) + Folic Acid + Iron (Ferric Ammonium Citrate) + Magnesium Sulfate + Manganese (Manganese Oxide) + Molybdenum (Sodium Molybdate) + Nicotinamide + Potassium (Potassium Chloride) + Selenium (Sodium Selenite) + Vitamin a (Vitamin a Palmitate) + Vitamin B1 (Thiamine Hydrochloride) + Vitamin B12 + Vitamin B2 (Riboflavin-5-Phosphate) + Vitamin B6 (Pyridoxal-5-Phosphate) + Vitamin B6 (Pyridoxine Hydrochloride) + Vitamin C + Vitamin E (Dl-Alpha Tocopheryl Acetate) + Zinc Sulfate)","Multiple Electrolyte Additive Inj (Calcium Gluconate + Magnesium Sulfate + Potassium Chloride + Sodium Chloride)","Multivitamins + Minerals - Tab (Biotin + Calcium D-Pantothenate + Calcium Phosphate (Dibasic) + Copper Sulfate + Dl-Alpha Tocopheryl Acetate + Ferrous Fumarate + Folic Acid + Magnesium Sulfate + Nicotinamide + Pyridoxine Hydrochloride + Thiamine Mononitrate + Vitamin a Palmitate + Vitamin B12 + Vitamin B2 + Vitamin C + Vitamin D3)","Multivitamins and Minerals (Biotin + Calcium (Calcium Phosphate) + Copper (Copper Sulfate) + D-Pantothenic Acid (Calcium D-Pantothenate) + Folic Acid + Iron + Magnesium Sulfate + Nicotinamide + Phosphorus (Calcium Phosphate) + Vitamin a (Vitamin a Palmitate) + Vitamin B1 (Thiamine Mononitrate) + Vitamin B12 + Vitamin B2 + Vitamin B6 (Pyridoxine Hydrochloride) + Vitamin C + Vitamin D + Vitamin E (D-Alpha Tocopheryl Acetate))","Nutravit Pst (Calcium D-Pantothenate + Folic Acid + Iodine (Potassium Iodide) + Iron (Iron Peptonized) + Magnesium Sulfate + Manganese (Manganese Sulfate) + Nicotinamide + Pyridoxine Hydrochloride + Thiamine Hydrochloride + Vitamin a + Vitamin B12 + Vitamin B2 + Vitamin D + Vitamin E)","Poulti-Paste (Glycerine + Magnesium Sulfate + Methyl Salicylate)","Poultice (Acetic Acid + Glycerine + Kaolin + Magnesium Sulfate + Menthol + Sodium Borate)","Poultice - Pst (Acetic Acid + Kaolin + Magnesium Sulfate + Sodium Borate)","Poultice Powder (Aluminum Potassium Sulfate + Bentonite + Magnesium Sulfate + Methyl Salicylate)","Pro-Laxol Liq (Boldo + Cascara Sagrada + Magnesium Sulfate)","Pro-Lyte (Calcium Chloride + Calcium D-Pantothenate + Dextrose + Glycine + Magnesium Sulfate + Potassium Chloride + Potassium Citrate + Potassium Phosphate Monobasic + Sodium Chloride + Sodium Phosphate Monobasic + Vitamin C)","Ratanhia Comp. Drops (Calcium Fluoride + Esculin + Krameria (Triandra) + Magnesium Sulfate + Myrrh + Olea Europea Homeo Chemical + Silver Nitrate)","Reducine Medicated Poultice Pst (Aluminum Ammonium Sulfate Dodecahydrate + Bentonite + Glycerine + Kaolin + Magnesium Sulfate + Methyl Salicylate + Peppermint Oil)","Scarlet Pwr (Calcium Phosphate + Ethylenediamine Dihydroiodide + Fenugreek + Gentiana Lutea + Ginger + Iron Oxide + Linum Usitatissimum + Magnesium Carbonate + Magnesium Sulfate + Sodium Sulfate + Sodium Thiosulfate)","Solution Carda (Magnesium Sulfate + Potassium Bicarbonate + Sodium Bicarbonate)","Stress (Calcium Phosphate + Cobalt Sulfate + Copper Sulfate + Ferrous Gluconate + Magnesium Sulfate + Manganese Sulfate + Potassium Iodide + Sodium Phosphate Monobasic + Vitamin a + Vitamin D3 + Zinc Sulfate)","Stv Amino Acid Sol Inj (Arginine Hcl + Calcium Chloride + Dexpanthenol + Dextrose + Dl-Methionine + Glutamic Acid + Histidine Hcl + Isoleucine + L-Cysteine Hydrochloride + L-Lysine Hydrochloride + Leucine + Magnesium Sulfate + Nicotinamide + Phenylalanine + Potassium Chloride + Pyridoxine Hydrochloride + Sodium Acetate + Threonine + Tryptophan + Valine + Vitamin B1 (Thiamine) + Vitamin B12 + Vitamin B2 (Riboflavin))","Super Multiple Vitamins and Min Tab (Biotin + Calcium (Calcium Phosphate) + Calcium D-Pantothenate + Copper (Copper Sulfate) + D-Alpha Tocopheryl Acetate + Folic Acid + Iron + Magnesium Sulfate + Nicotinamide + Phosphorus (Calcium Phosphate) + Vitamin a (Vitamin a Palmitate) + Vitamin B1 (Thiamine Mononitrate) + Vitamin B12 + Vitamin B2 + Vitamin B6 (Pyridoxine Hydrochloride) + Vitamin C + Vitamin D)","Tetra Fungistop (Magnesium Sulfate + Silver + Sodium Chloride)"	Drug/Small Molecule	"ChEBI:32599","ChemSpider:23226","DrugBank:DB00653","Drugs Product Database (DPD):602264","FDA Drug Label at DailyMed:22ca78b4-f5a3-4144-cf89-5f633acf1e6d","KEGG Drug:D01108","National Drug Code Directory:0409-6729-23","PubChem Compound:24083","PubChem Substance:46508411","PubChem Substance:7979848","Therapeutic Targets Database:DAP000201","Web Resource:http://en.wikipedia.org/wiki/Magnesium_Sulfate"	[O-]S(=O)(=O)[O-].[Mg+2]	No	"ATC:A06AD(Osmotically acting laxatives)","ATC:A12CC(Magnesium)","ATC:B05XA(Electrolyte solutions)","ATC:D11AX(Other dermatologicals)","ATC:V04CC(Tests for bile duct patency)","NDFRT:N0000147424(MAGNESIUM (AS SULFATE))","RxNorm:6585(Magnesium Sulfate)","UMLS:C0024480(Magnesium Sulfate)"
PA164712886	Magnetic Resonance Imaging Contrast Media				Drug Class	null		No	"ATC:V08C(Magnetic Resonance Imaging Contrast Media)"
PA164748092	malathion	"Compound 4049","Maldison","Mercaptotion","Oleophosphothion","malathion","Carbofos","Insecticide no. 4049","Malathione","Experimental insecticide 4049","Carbophos","MLT","Mercaptosuccinic acid diethyl ester","Mercaptothion"	"Sumitox","Celthion","Forthion","Extermathion","Zithiol","Prioderm","Fosfothion","Malathion LV Concentrate","Fosfotion","Malasol","Malathiozoo","Fyfanon","Hilthion","Cleensheen","Kypfos","Derbac-M","Malaspray","Malathon","Hilthion 25WDP","Kop-thion","Detmol MA","Fog 3","Emmatos","Malagran","Malaphos","Sadofos 30","Formal","Maltox","Latka 4049","Malakill","Malamar 50","Carbetox","Staeubol-Puder","Sadofos","Ovide","Calmathion","Etiol","Malacide","Cimexan","Lice Rid","Vegfru malatox","Carbetovur","Malathion 60","Organoderm","Malafor","Sadophos","Vetiol","Siptox I","Taskil","Moscarda","Malatol","Emmatos extra","Malamar","Cythion","Malathion E50","Malatox","Maltox MLT","Malation","Phosphothion","Fosfotion 550","Malaphele","Carbethoxy malathion","Kop-Thionkypfosmalacide","Karbofos","Malphos","Suleo-M","Malmed","OMS 1","Chemathion","Ortho Malathion","Ethiolacar","TAK"		Drug/Small Molecule	"BindingDB:50240924","ChEBI:6651","ChemSpider:3864","DrugBank:DB00772","FDA Drug Label at DailyMed:0679f4fa-9e18-4da6-83a4-043100a42db4","KEGG Compound:C07497","KEGG Drug:D00534","National Drug Code Directory:68882-014-60","PubChem Compound:4004","PubChem Substance:46505287","PubChem Substance:9700","Therapeutic Targets Database:DAP000895","Web Resource:http://en.wikipedia.org/wiki/Malathion"		No	""ATC:P03AX(Other ectoparasiticides, incl. scabicides)"","NDFRT:N0000146761(MALATHION)","RxNorm:6606(Malathion)","UMLS:C0024547(Malathion)"
PA450320	mannitol	"D-Mannitol","Cordycepic acid","mannitol"	"Mannitol 5%","Mannitol 15% In Plastic Container","Osmitrol 20% In Water","Osmosal","Mannitol BP","Diosmol","Mannigen","Mannitol 10% In Plastic Container","SDM-25","Maniton-S","Osmitrol 10% In Water","Isotol","Mannitol 5% In Plastic Container","Resectisol","Osmitrol","Hexanhexol","Mannite","Mannitol 10%","Hexitol","Mannitol 20%","Osmitrol 15% In Water","Mannidex","Manna sugar","Mannazucker","Bronchitol","Mannit","Mushroom sugar","Manicol","Mannistol","Mannitol 20% In Plastic Container","Osmitrol 5% In Water","Mannitol 25%","Mannitol 15%","d-mannitol extra pure","Resectisol In Plastic Container"	"Cystosol W 3% Hexitols (Mannitol + Sorbitol)","Sorbitol Mannitol Irrigation (Mannitol + Sorbitol)"	Drug/Small Molecule	"BindingDB:50142798","ChEBI:16899","DrugBank:DB00742","Drugs Product Database (DPD):2243176","FDA Drug Label at DailyMed:be1b2398-892c-4c5d-a045-ce12f03bea8e","HET:AHM","KEGG Compound:C00392","KEGG Drug:D00062","National Drug Code Directory:0264-2303-50","PDB:AHM","PubChem Compound:453","PubChem Substance:3682","Therapeutic Targets Database:DAP000874","Web Resource:http://en.wikipedia.org/wiki/Mannitol"		No	"ATC:A06AD(Osmotically acting laxatives)","ATC:B05BC(Solutions producing osmotic diuresis)","ATC:B05CX(Other irrigating solutions)",""ATC:V08AC(Watersoluble, hepatotropic X-ray contrast media)"","NDFRT:N0000146108(MANNITOL)","RxNorm:6628(Mannitol)","UMLS:C0024730(Mannitol)"
PA164712880	MAO inhibitors				Drug Class	null		No	"ATC:C02KC(MAO inhibitors)"
PA164712881	MAO inhibitors and diuretics				Drug Class	null		No	"ATC:C02LL(MAO inhibitors and diuretics)"
PA450322	maprotiline	"Maprotilinum [INN-Latin]","Maprotiline Hcl","Maprotilina [INN-Spanish]","Maprotylina [Polish]"	"Deprilept","Ludiomil","Psymion"		Drug/Small Molecule	"BindingDB:35228","ChemSpider:3871","DrugBank:DB00934","FDA Drug Label at DailyMed:c3ca69e6-1ea0-4c2c-abcb-7264b2e79a87","IUPHAR Ligand:2402","KEGG Compound:C07107","KEGG Drug:D02566","National Drug Code Directory:0378-0060-01","PubChem Compound:4011","PubChem Substance:46508358","PubChem Substance:9318","Therapeutic Targets Database:DAP001150","Web Resource:http://en.wikipedia.org/wiki/Maprotiline"	CNCCCC12CCC(c3c1cccc3)c4c2cccc4	No	"ATC:N06AA(Non-selective monoamine reuptake inhibitors)","NDFRT:N0000147895(MAPROTILINE)","RxNorm:6646(Maprotiline)","UMLS:C0024778(Maprotiline)"
PA164768835	maraviroc	"maraviroc"	"Celsentri","Selzentry"		Drug/Small Molecule	"ChemSpider:2273675","DrugBank:DB04835","FDA Drug Label at DailyMed:a94a9a2b-337b-4c13-8622-fc392194dc21","IUPHAR Ligand:803","IUPHAR Ligand:806","National Drug Code Directory:0069-0807-60","PubChem Compound:3002977","PubChem Substance:12015618","PubChem Substance:46508040","Therapeutic Targets Database:DNC001487","Web Resource:http://en.wikipedia.org/wiki/Maraviroc"		No	"MeSH:C502411(maraviroc)","NDFRT:N0000176115(MARAVIROC)","RxNorm:620216(maraviroc)","UMLS:C1667052(maraviroc)"
PA164748329	marimastat	"marimastat"	"Marimastat [Usan]"		Drug/Small Molecule	"ChEBI:50662","ChemSpider:106358","DrugBank:DB00786","HET:097","PDB:097","PubChem Compound:119031","PubChem Substance:46505547","PubChem Substance:695683","Therapeutic Targets Database:DCL000005","Web Resource:http://en.wikipedia.org/wiki/Marimastat"		No	"MeSH:C100342(marimastat)"
PA449421	marinol		"&Delta;9-THC","delta-9-THC","Dronabinol [Usan:Inn]","delta-9-tetrahydrocannabinol","Dea No. 7369","&Delta;9-tetrahydrocannabinol","Dronabinol","Deltanyne","Abbott 40566","Marinol","Dea No. 7370","Dronabinolum [Latin]"		Drug/Small Molecule	"BindingDB:50007391","ChemSpider:15266","DrugBank:DB00470","Drugs Product Database (DPD):611204","FDA Drug Label at DailyMed:5bbac0b1-ddc2-400b-8e0d-1e1d484720ca","IUPHAR Ligand:2424","KEGG Compound:C06972","KEGG Drug:D00306","National Drug Code Directory:0051-0021-21","PubChem Compound:16078","PubChem Substance:46508472","Therapeutic Targets Database:DAP000207","Web Resource:http://en.wikipedia.org/wiki/Marinol"		No	"ATC:A04AD(Other antiemetics)","RxNorm:224925(Marinol)","UMLS:C0728767(Marinol)"
