	0	1	Indication	ICD9	ICD10
750	D0G4JI	Pyruvic acid; BTS; Brenztraubensaeure; Acetylformic acid; Acide pyruvique; Pyroracemic acid; CH3COCOOH; A-Ketopropionic acid; Alpha-Ketopropionic acid; Alpha-Oxopropionsaeure; Alpha-keto propionic acid; Alpha-ketopropionic acid; P-9250; Pyruvic acid (8CI); Pyruvic acid (natural); Propanoic acid, 2-oxo-(9CI); 2-Ketopropionic acid; 2-Oxopropanoate; 2-Oxopropanoic acid; 2-Oxopropansaeure; 2-Oxopropionic acid; 2-Oxopropionsaeure; 2-oxo(1-14c)propanoic acid; 2-oxo-propionic acid	Dietary shortage	260-269	E40-E46
751	D03XSJ	Buclizine; Bucladin; Buclifen; Buclina; Buclizina; Buclizinum; Buclodin; Histabuticine; Histabutizine; Histabutyzine; Hitabutyzyne; Posdel; Softran; Vibazine; Aphilan R; Buclizine dihydrochloride; Buclizine hydrochloride; Component of Softran; Histabutyzine dihydrochloride; Histabutyzine hydrochloride; Vibazine hydrochloride; AH 2526; UCB 4445; Aphilan-R base; Buclina (TN); Buclizina [INN-Spanish]; Buclizine (INN); Buclizine [INN:BAN]; Buclizine, hydrochloride; Buclizinum [INN-Latin]; Component of Bucladin-S; Migraleve (TN); Buclizine Hydrochloride (*dihydrochloride*); Piperazine, 1-[(4-chlorophenyl)phenylmethyl]-4-[[4-(1,1-dimethylethyl)phenyl]methyl]-, dihydrochloride; Piperazine, 1-((4-chlorophenyl)phenylmethyl)-4-((4-(1,1-dimethylethyl)phenyl)methyl)-(9CI); 1-(4-Tert-butylbenzyl)-4-((4-chlorophenyl)(phenyl)methyl)piperazine; 1-(4-tert-Butylbenzyl)-4-[(4-chlorophenyl)(phenyl)methyl]piperazine; 1-(p-tert-Butylbenzyl)-4-(4-chloro-alpha-phenylbenzyl)piperazine; 1-[(4-chlorophenyl)(phenyl)methyl]-4-{[4-(1,1-dimethylethyl)phenyl]methyl}piperazine; 1-[(4-tert-butylphenyl)methyl]-4-[(4-chlorophenyl)-phenylmethyl]piperazine	Nausea; Vomiting	787, 787.0	R11
752	D0HR8Z	Miglustat; BuDNJ; Butyldeoxynojirimycin; Miglustatum; NBV; Vevesca; Zavesca; Miglustat [USAN]; OGT 918; SC 48334; SC48334; Miglustat, Hydrochloride; N-Butyl deoxynojirimycin; N-Butyl dnj; N-Butyldeoxynojirimycin; N-Butylmoranoline; NB-DNJ; OGT-918; SC-48334; Zavesca (TN); Miglustat (USAN/INN); N-Bu-DNJ; N-Butyl-DNJ; N-Butyl-deoxynojirimycin; N-(n-Butyl)deoxynojirimycin; N-butyl-1-deoxynojirimycin; N-(n-butyl)-1,5-dideoxy-1,5-imino-D-glucitol; (2R,3R,4R,5S)-1-butyl-2-(hydroxymethyl)piperidine-3,4,5-triol; 1,5-Dideoxy-1,5-N-butylimino-D-glucitol	Type 1 gaucher disease	272.7	E75.22
753	D06AWE	Buprenorphine; Buprel; Buprenex; Buprenophine; Buprenorfina; Buprenorphinum; Probuphine; Temgesic; Buprenorphine Hcl; RX 6029M; Buprenex (TN); Buprenorfina [INN-Spanish]; Buprenorphine [INN:BAN]; Buprenorphinum [INN-Latin]; Subutex (TN); Temgesic (TN); Buprenorphine (JAN/INN); RX-6029-M; Suboxone? (TN); [5alpha,7alpha(S)]-17-(Cyclopropylmethyl)-alpha-(1,1-dimethylethyl)-4,5-epoxy-18,19-dihydro-3-hydroxy-6-methoxy-alpha-methyl-6,14-ethenomorphinan-7-methanol; (-)-buprenorphine; (5alpha,6beta,14beta,18R)-17-(cyclopropylmethyl)-18-[(1S)-1-hydroxy-1,2,2-trimethylpropyl]-6-(methyloxy)-18,19-dihydro-4,5-epoxy-6,14-ethenomorphinan-3-ol; (5alpha,6beta,14beta,18R)-17-(cyclopropylmethyl)-18-[(2S)-2-hydroxy-3,3-dimethylbutan-2-yl]-6-methoxy-18,19-dihydro-4,5-epoxy-6,14-ethenomorphinan-3-ol; 17-Cyclopropylmethyl-4,5alpha-epoxy-7alpha-((S)-1-hydroxy-1,2,2-trimethylpropyl-6-methoxy-6,14-endo-ethanomorphinan-3-ol; 17-cyclopropylmethyl-4,5alpha-epoxy-7alpha-((S)-1-hydroxy-1,2,2-trimethylpropyl)-6-methoxy-6,14-endo-ethanomorphinan-3-ol; 2-(N-Cyclopropylmethyl-4,5alpha-epoxy-3-hydroxy-6-methoxy-6,14-endo-ethanomorphinan-7alpha-yl)-3,3-dimethyl-2-butanol; 2-(N-cyclopropylmethyl-4,5alpha-epoxy-3-hydroxy-6-methoxy-6,14-endo-ethanomorphinan-6alpha-yl)-3,3-dimethyl-2-butanol; 21-(Cyclopropyl-7alpha-((S)-1-hydroxy-1,2,2-trimethylpropyl-6,14-endo-ethano-6,7,8,14-tetrahydrooripavine; 21-cyclopropyl-7alpha-(2-hydroxy-3,3-dimethyl-2-butyl)-6,14-endo-ethano-6,7,8,14-tetrahydrooripavine; 21-cyclopropyl-7alpha-[(S)-1-hydroxy-1,2,2-trimethylpropyl]-6,14-endo-ethano-6,7,8,14-tetrahydrooripavine; 6,14-Ethenomorphinan-7-methanol; 6,14-Ethenomorphinan-7-methanol, 17-(cyclopropylmethyl)-alpha-(1,1-dimethylethyl)-4,5-epoxy-18,19-dihydro-3-hydroxy-6-methoxy-alpha-methyl-, (alphaS,5alpha,7alpha)-(9CI); 6029-M	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
754	D07SUG	Busulfan; Busulfano; Busulfanum; Busulfex; Busulphan; Busulphane; Butanedioldimethanesulfonate; Buzulfan; Citosulfan; Glyzophrol; Leucosulfan; Mablin; Methanesulfonic; Mielevcin; Mielosan; Mielucin; Milecitan; Mileran; Misulban; Mitosan; Mitostan; Myeleukon; Myeloleukon; Myelosan; Myelosanum; Mylecytan; Myleran; Mylerlan; Sulfabutin; Sulphabutin; Busulfan GlaxoSmithKline Brand; Busulfan Orphan Brand; Busulfan Wellcome; Busulfan Wellcome Brand; Glaxo Wellcome Brand of Busulfan; GlaxoSmithKline Brand of Busulfan; Myleran tablets; Orphan Brand of Busulfan; Tetramethylene bis[methanesulfonate]; Tetramethylene dimethane sulfonate; Tetramethylenester kyseliny methansulfonove; Tetramethylenester kyseliny methansulfonove[Czech]; Wellcome Brand of Busulfan; AN 33501; CB 2041; GT 2041; GT 41; X 149; Acid, tetramethylene ester; Alkylating agent: crosslinks guanine residues; Busulfan [INN:JAN]; Busulfano [INN-Spanish]; Busulfanum [INN-Latin]; MYLERAN (TN); Methanesulfonic acid, tetram ethylene ester; Methanesulfonic acid, tetramethylene ester; Myleran (TN); Sulfabutin (VAN); Tetramethylene bis(methanesulfonate); Tetramethylene {bis[methanesulfonate]}; Wellcome, Busulfan; C.B. 2041; G.T. 41; Myleran, Busulfex, Busulfan; Busulfan (JP15/USP/INN); Butane-1,4-diyl dimethanesulfonate; BUSULFAN (1,4-BUTANEDIOL, DIMETHANESULFONATE); N-Butane-1,3-di(methylsulfonate); 1,4-BUTANEDIOL DIMETHANESULFONATE; 1,4-Bis(methanesulfonoxy)butane; 1,4-Bis(methanesulfonyloxy)butane; 1,4-Bis[methanesulfonoxy]butane; 1,4-Butanedi yl dimethanesulfonate; 1,4-Butanediol dimethanesulphonate; 1,4-Butanediol dimethylsulfonate; 1,4-Butanediol, dimethanesulfonate; 1,4-Butanediol, dimethanesulphonate; 1,4-Butanediyl dimethanesulfonate; 1,4-Di(methylsulfonoxy)butane; 1,4-Dimesyloxybutane; 1,4-Dimethane sulfonyl oxybutane; 1,4-Dimethanesulfonoxybutane; 1,4-Dimethanesulfonoxylbutane; 1,4-Dimethanesulfonyloxybutane; 1,4-Dimethanesulphonyloxybutane; 1,4-Dimethylsulfonoxybutane; 1,4-Dimethylsulfonyloxybutane; 1,{4-Bis[methanesulfonoxy]butane}; 4-((Methylsulfonyl)oxy)butyl methanesulfonate; 4-methylsulfonyloxybutyl methanesulfonate	Myeloproliferative disease	205.1, 238.4, 289.89, 289.9	D47.1
755	D0A4JK	Butabarbital; Butabarb; Butabarbitone; Butalan; Butatab; Butatal; Buticaps; Butisol; Butrate; Medarsed; Nilox; Sarisol; Secbubarbital; Secbutabarbital; Secbutabarbitale; Secbutabarbitalum; Secbutobarbital; Secbutobarbitone; Unicelles; Butabarbital [USAN]; Butisol sodium; Secbutabarbital [INN]; Secbutabarbitale [DCIT]; Sodium butabarbital;Butabarbital (USP); Butabarbital (VAN); Butisol (TN); Sec-Butobarbitone; Secbutabarbitalum [INN-Latin]; 5-(butan-2-yl)-5-ethylpyrimidine-2,4,6(1H,3H,5H)-trione; 5-Ethyl-5-(1-methylpropyl)-2,4,6(1H,3H,5H)-pyrimidinetrione; 5-Ethyl-5-(1-methylpropyl)barbiturate; 5-Ethyl-5-(1-methylpropyl)barbituric acid; 5-Ethyl-5-isobutylbarbituric acid; 5-SEC-BUTYL-5-ETHYL-BARBITURIC ACID; 5-Sec-butyl-5-ethyl-2,4,6(1H,3H,5H)-pyrimidinetrione; 5-butan-2-yl-5-ethyl-1,3-diazinane-2,4,6-trione; 5-ethyl-5-(1-methylpropyl)pyrimidine-2,4,6(1H,3H,5H)-trione; 5-sec-Butyl-5-ethylbarbituric acid; 5-sec-Butyl-5-ethylmalonyl urea; 5-sec-butyl-5-ethylpyrimidine-2,4,6(1H,3H,5H)-trione	Insomnia	307.41, 307.42, 327.0, 780.51, 780.52	F51.0, G47.0
756	D0N3SP	Butoconazole; Butaconazole; Butoconazol; Butoconazolum; Femstat; Gynofort; Duplicate RN for parent cpd; RS 35887; Butoconazol [INN-Spanish]; Butoconazole (INN); Butoconazole [INN:BAN]; Butoconazolum [INN-Latin]; Gynofort (TN); RS 35887-10-3; (+-)-1-[4-(4-Chlorophenyl)-2-[(2,6-dichlorophenyl)thio]butyl]-1H-imidazole; (+/-)-1-[4-(p-Chlorophenyl)-2-[(2,6-dichlorophenyl)thio]butyl]imidazole; (-)-1-((4-(p-Chlorophenyl)-2-((2,6-dichlorophenyl)thio)imidazole; 1-(4-(4-Chlorophenyl)-2-(2,6-dichlorophenylthio)-n-butyl)-1H-imidazole; 1-[4-(4-chlorophenyl)-2-(2,6-dichlorophenyl)sulfanylbutyl]imidazole; 1-{4-(4-chlorophenyl)-2-[(2,6-dichlorophenyl)sulfanyl]butyl}-1H-imidazole; 1H-Imidazole; 1H-Imidazole, 1-(4-(4-chlorophenyl)-2-((2,6-dichlorophenyl)thio)butyl)-, nitrate	Candidiasis infection	001-139, 112	B37
757	D0B4DC	Butenafine; Butenafina; Butenafinum; Mentax; Butenafine HCL; Butenafine [INN]; Butenafine hydrochloride; KP 363; Butenafina [INN-Spanish]; Butenafine (INN); Butenafinum [INN-Latin]; Butop (TN); KP-363; Mentax (TN); N-4-tert-butylbenzyl-N-methyl-1-naphthalene methylamine hydrochloride; N-p-tert-Butylbenzyl-N-methyl-1-naphthalenemethylamine; N-(p-tert-Butylbenzyl)-N-methyl-1-naphthalenemethylamine; 1-(4-tert-butylphenyl)-N-methyl-N-(naphthalen-1-ylmethyl)methanamine; 4-tert-butylbenzyl(methyl)(1-naphthalenemethyl)amine	Dermatologic infections	680-686	L00-L08
758	D09IMS	Mequitazine; Butix; Instotal; Kitazemin; Mequitazina; Mequitazinum; Metaplexan; Mircol; Primalan; Quitadrill; Vigigan; Virginan; Zesulan; Italfarmaco brand of mequitazine; Mequitazina [Spanish]; Mequitazine hydrochloride; Pierre Fabre brand of mequitazine; LM 209; Kitazemin (TN); LM-209; Mequitazina [INN-Spanish]; Mequitazinum [INN-Latin]; Mequitazine (JP15/INN); Mequitazine [INN:BAN:DCF:JAN]; Mequitazine tartrate, (R-(R*,R*))-isomer; 10-(1-Azabicyclo[2.2.2]oct-3-ylmethyl)-10H-phenothiazine; 10-(1-azabicyclo(2.2.2)oct-8-ylmethyl)phenothiazine; 10-(1-azabicyclo[2.2.2]octan-3-ylmethyl)phenothiazine; 10-(3-Quinuclidinylmethyl)phenothiazine; 10H-Phenothiazine, 10-(1-azabicyclo(2.2.2)oct-3-ylmethyl)-(9CI); 3-Methylquinuclidinyl-10-phenothiazine	Allergic rhinitis	472.0, 477, 995.3	J00, J30, J31.0, T78.4
759	D08KVZ	Sibutramine; Butramin; Medaria; Meridia; Reductil; Sibutramina; Sibutraminum; Sibutramina [Spanish]; Sibutraminum [Latin]; BTS-54524; Butramin (TN); Ectiva (TN); Meridia (TN); Reductil (TN); Sibutramine (INN); Sibutramine [INN:BAN]; N-1-(1-(4-chlorophenyl)cyclobutyl)-3-methylbutyl-N,N-dimethylamine HCl; 1-[1-(4-chlorophenyl)cyclobutyl]-N,N,3-trimethylbutan-1-amine	Obesity	278	E66
760	D00YVF	Exenatide; Byetta; Exenatide Synthetic; AC 2993; AC 2993 LAR; AC 2993A; Ex4 peptide; Exendin 4; LY2148568; Byetta (TN); Exendin 4 (Heloderma suspectum); Exendin-4; Extendin-4; L-Serinamide	Type 2 diabetes	250	E11
761	D00YVF	Exenatide; Byetta; Exenatide Synthetic; AC 2993; AC 2993 LAR; AC 2993A; Ex4 peptide; Exendin 4; LY2148568; Byetta (TN); Exendin 4 (Heloderma suspectum); Exendin-4; Extendin-4; L-Serinamide	Unspecified		
762	D0Z1UA	Nebivolol; Bystolic; Lobivon; Nebilet; Nebilong; Nebipill; Nebivololum; Nubeta; Nebivololum [Latin]; R 67555; Bystolic (TN); Nebicard-5;Nebilet (TN); Nebilong (TN); Nodon (TN); Nubeta (TN); PI-21858; R-67555; R65,824; Nebicard-5 (TN); Nebivolol (USAN/INN); Nebivolol [USAN:INN:BAN]; Alpha,alpha'-(Iminodimethylene)bis(6-fluoro-2-chromanmethanol); Alpha,alpha'-(Iminobis(methylene))bis(6-fluoro-3,4-dihydro-2H-1-benzopyran-2-methanol); Alpha,alpha'-(iminobis(methylene))bis(6-fluoro-3,4-dihydro)-2H-1-benzopyran-2-methanol; 1-(6-fluoro-3,4-dihydro-2H-chromen-2-yl)-2-[[2-(6-fluoro-3,4-dihydro-2H-chromen-2-yl)-2-hydroxyethyl]amino]ethanol; 2,2'-iminobis[1-(6-fluoro-3,4-dihydro-2H-chromen-2-yl)ethanol]	Hypertension	401	I10-I16
763	D00PLV	Nitroprusside; C07269; LS-187044	Hypertension	401	I10-I16
764	D0P0KF	Clobazam; Caastilium; Chlorepin; Clobazamum; Clorepin; Frisium; Mystan; Noiafren; Odipam; Urbadan; Urbanil; Urbanyl; H 4723; HR 376; LM 2717; Clobazamum [INN-Latin]; Frisium (TN); H-4723; LM-2717; Mystan (TN); RU-4723; Urbanol (TN); Clobazam [USAN:BAN:INN]; Clobazam (JAN/USAN/INN); 1-Phenyl-5-methyl-8-chloro-1,2,4,5-tetrahydro-2,4-diketo-3H-1,5-benzodiazepine; 1-Phenyl-5-methyl-8-chloro-1,2,4,5-tetrahydro-2,4-dioxo-3H-1,5-benzodiazepine; 1-phenyl-5-methyl-8-chloro-1,2,4,5-tetrahydro-2,4-diketo-3H-1,5-benzodiazepine; 4(3H,5H)-dione; 7-Chloro-1-methyl-5-phenyl-1H-1,5-benzodiazepine-2; 7-Chloro-1-methyl-5-phenyl-1H-1,5-benzodiazepine-2,4(3H,5H)-dione; 7-Chloro-1-methyl-5-phenyl-1H-1,5-benzodiazepine-2,4-(3H,5H)-dione; 7-chloro-1-methyl-5-phenyl-1,5-benzodiazepine-2,4-dione	Epilepsy; Anxiety disorder	300, 345	F40-F42, G40
765	D04EGX	Cabergoline; Cabaser; Cabaseril; Cabergolina; Cabergolinum; Dostinex; Galastop; Sogilen; Cabergolina [Spanish]; Cabergolinum [Latin]; CG-101; Cabaser (TN); Dostinex (TN); FCE-21336; Cabergoline [USAN:BAN:INN]; Cabergoline (JAN/USAN/INN); (8R)-6-allyl-N-[3-(dimethylamino)propyl]-N-(ethylcarbamoyl)ergoline-8-carboxamide; (8beta)-N-[3-(dimethylamino)propyl]-N-(ethylcarbamoyl)-6-(prop-2-en-1-yl)ergoline-8-carboxamide; (8beta)-N-[3-(dimethylamino)propyl]-N-[(ethylamino)carbonyl]-6-(2-propenyl)-ergoline-8-carboxamide; (8beta)-N-[3-(dimethylamino)propyl]-N-[(ethylamino)carbonyl]-6-prop-2-en-1-ylergoline-8-carboxamide; 1-((6-Allylergolin-8beta-yl)carbonyl)-1-(3-(dimethylamino)propyl)-3-ethylurea; 1-[(6-allylergoline-8beta-yl)carbonyl]-1-[3-(dimethylamino)propyl]-3-ethylurea; 1-ethyl-2-(3'-dimethylaminopropyl)-3-(6'-allylergoline-8'-beta-carbonyl)urea diphosphate; 1-ethyl-3-(3'-dimethylamionpropyl)-2-(6'-allylergoline-8'beta-carbonyl)urea	Hyperprolactinemia	253.1	E22.1
766	D0IQ6P	Cabozantinib; Cabometyx; Cometriq	Medullary thyroid cancer	193	C73
767	D0IQ6P	Cabozantinib; Cabometyx; Cometriq	Metastatic castration-resistant prostate cancer; Ovarian cancer	140-229, 183, 185	C56, C61
768	D0IQ6P	Cabozantinib; Cabometyx; Cometriq	Thyroid cancer; Renal cell carcinoma	140-229, 189, 193	C64, C73
769	D0Y9TS	Ceruletide; Caerulein; Cerulein; Ceruletida; Ceruletidum; Ceruletida [INN-Spanish]; Ceruletidum [INN-Latin]; Ceruletide (USAN/INN); Ceruletide [USAN:INN:BAN]; 5-Oxo-L-prolyl-L-glutaminyl-L-alpha-aspartyl-O-sulfo-L-tyrosyl-L-threonylglycyl-L-tryptophyl-L-methionyl-L-alpha-aspartyl-L-phenylalaninamide; 5-Oxo-L-prolyl-L-glutaminyl-L-aspartyl-L-tyrosyl-L-threonylglycyl-L-tryptophyl-L-methionyl-L-aspartylphenyl-L-alaninamide 4-(hydrogen sulfate) (ester); 5-oxo-L-prolyl-L-glutaminyl-L-a-aspartyl-O-sulfo-L-tyrosyl-L-threonylglycyl-L-tryptophyl-L-methionyl-L-a-aspartyl-L-phenylalaninamide	Caerulein stimulated gastric and pancreatic secretion		
770	D0Y9TS	Ceruletide; Caerulein; Cerulein; Ceruletida; Ceruletidum; Ceruletida [INN-Spanish]; Ceruletidum [INN-Latin]; Ceruletide (USAN/INN); Ceruletide [USAN:INN:BAN]; 5-Oxo-L-prolyl-L-glutaminyl-L-alpha-aspartyl-O-sulfo-L-tyrosyl-L-threonylglycyl-L-tryptophyl-L-methionyl-L-alpha-aspartyl-L-phenylalaninamide; 5-Oxo-L-prolyl-L-glutaminyl-L-aspartyl-L-tyrosyl-L-threonylglycyl-L-tryptophyl-L-methionyl-L-aspartylphenyl-L-alaninamide 4-(hydrogen sulfate) (ester); 5-oxo-L-prolyl-L-glutaminyl-L-a-aspartyl-O-sulfo-L-tyrosyl-L-threonylglycyl-L-tryptophyl-L-methionyl-L-a-aspartyl-L-phenylalaninamide	Cancer	140-229	C00-C96
771	D0R5RR	Clofarabine; CAFdA; CFB; Clofarabina; Clofarabinum; Clofarex; Clolar; Evoltra; Clofarabine [USAN]; Clolar (TN); Evoltra (TN); Clofarabine (USAN/INN); Clolar, Evoltra, Clofarabine; Cl-F-Ara-A; (2R,3R,4S,5R)-5-(6-amino-2-chloropurin-9-yl)-4-fluoro-2-(hydroxymethyl)oxolan-3-ol; 2-Chloro-9-(2-deoxy-2-fluoro-b-D-arabinofuranosyl)-9H-purin-6-amine; 2-Chloro-9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)-9H-purin-6-amine; 2-Chloro-9-(2-deoxy-2-fluoro-beta-D-arabinofuranosyl)adenine; 2-Cl-2'-F-araA; 2-chloro-9-(2'-deoxy-2'-fluoro-beta-D-arabinofuranosyl)adenine; 3S211048	Myelodysplastic syndrome; Acute lymphoblastic leukemia	238.7, 204.0, 556	D46, C91.0
772	D0M2MC	Phenmetrazine; Cafilon; Defenmetrazin; Dexphenmetrazine; Fenmetrazin; Fenmetrazina; Oxazimedrine; Phenmetraline; Phenmetrazin; Phenmetrazinum; Preludin hydrochloride; A 66; Psychamine A 66; Bontril (TN); Defenmetrazin (TN); Fenmetrazin (TN); Fenmetrazina [INN-Spanish]; Oxazimedrine (TN); Phenmetraline (TN); Phenmetrazine [INN:BAN]; Phenmetrazinum [INN-Latin]; Dl-2-Phenyl-3-methyltetrahydro-1,4-oxazine; 2-Fenyl-3-methylmorfolin; 2-Fenyl-3-methylmorfolin [Czech]; 2-Phenyl-3-methylmorpholine; 3-Methyl-2-phenylmorpholine; 3-Methyl-2-phenyltetrahydro-2H-1,4-oxazine	Obesity	278	E66
773	D02VPX	Calcidiol; Calcifediol; Calcifediolum; Calcifidiol; Calderol; Delakmin; VDY; Calcifediol anhydrous; BML2-E02; Calcifediolum [INN-Latin]; Ro 8-8892; U-32070E; (1R,3Z)-3-[(2E)-2-[(1R,7aR)-1-[(2R)-6-hydroxy-6-methylheptan-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol; (1S,3Z)-3-[(2E)-2-[(1R,3aS,7aR)-1-[(2R)-6-hydroxy-6-methylheptan-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol; (3S,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol; (3S,5Z,7E)-9,10-secocholesta-5,7,10-triene-3,25-diol; (3beta,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol; (5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol; (5Z,7E)-9,10-Seco-5,7,10(19)-cholestatrien-3beta,25-diol; 25(OH)D3; 25-(OH)Vitamin D3; 25-Hydroxycholecalciferol; 25-Hydroxycholecalciferol (Calcifediol); 25-Hydroxycholescalciferol; 25-Hydroxyvitamin D; 25-Hydroxyvitamin D3 monohydrate; 25-hydroxyvitamin D3; 3-{2-[1-(5-HYDROXY-1,5-DIMETHYL-HEXYL)-7A-METHYL-OCTAHYDRO-INDEN-4-YLIDENE]-ETHYLIDENE}-4-METHYLENE-CYCLOHEXANOL; 5,6-cis-25-Hydroxyvitamin D3; 5,6-trans-25-Hydroxycholescalciferol; 5,6-trans-9,10-Seco-5,7,10(19)-cholestatrien-3beta,25-diol; 9,10-Secocholesta-5,7,10(19)-triene-3beta,25-diol	Vitamin D deficiency	268	E55
774	D06JPB	Ergocalciferol; Calciferol; Calciferolum; Condacaps; Condocaps; Condol; Crtron; Crystallina; Daral; Davitin; Decaps; Deltalin; Deratol; Detalup; Diactol; Drisdol; Ercalciol; Ergocalciferolo; Ergocalciferols; Ergocalciferolum; Ergorone; Ertron; Fortodyl; Geltabs; Haliver; Hyperkil; Infron; Metadee; Mulsiferol; Mykostin; Ostelin; Radiostol; Radstein; Radsterin; Rodinec; Sterogyl; Vigantol; Viostdrol; Viosterol; CALCIFEROL IN A GELATIN MATRIX; Component of Geltabs Vitamin D; Davitamon D; Divit urto; Ergocalciferolo [DCIT]; Ergosterol activated; Ergosterol irradiated; Geltabs Vitamin D; Irradiated ergosterol; Oleovitamin D; Rodine C; Synthetic Vitamin D; Viosterol in Oil; Calciferon 2; Mina D2; Oleovitamin D2; VITAMIN D2; VITAMIN_D2; Vitamina D2; Buco-D; Calciferol (TN); Calciferol (vitamin D2); D-Arthin; D-Tracetten; De-rat concentrate; Dee-Osterol; Dee-Ron; Dee-Ronal; Dee-Roual; Deltalin (TN); Drisdol (TN); Ergocalciferol (D2); Ergocalciferol: Vitamin D; Ergocalciferolum [INN-Latin]; Ergosterol, irradiated; Hi-Deratol; Novovitamin-D; Oleovitamin D, Synthetic; Shock-ferol; Shock-ferol sterogyl; Sorex C.R; Uvesterol-D; Vio-D; Vitamin d-2; Vitamin-D2; Vitavel-D; Ergocalciferol (JP15/USP); Ergocalciferol [INN:BAN:JAN]; Sorex C.R.; VITAMIN D2 WATER DISPERSABLE U.S.P.; CALCIFEROL, U.S.P.; Irradiated ergosta-5,7,22-trien-3-beta-ol; Irradiated ergosta-5,7,22-trien-3.beta.-ol; (+)-Vitamin D2; (3-beta,5Z,7E,22E)-9,10-Secoergosta-5,7,10,(19),22-tetraen-3-ol; (3S,5Z,7E,14xi,17alpha,22E)-9,10-secoergosta-5,7,10,22-tetraen-3-ol; (3S,5Z,7E,22E)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol; (3S,5Z,7E,22E)-9,10-secoergosta-5,7,10,22-tetraen-3-ol; (3beta,5Z,7E,22E)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol; (5Z,7E,22E)-(3S)-9,10-seco-5,7,10(19),22-ergostatetraen-3-ol; (5Z,7E,22E)-(3S)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol; 7E677DC1-E1C4-4FC5-8F4A-BCE1857F7E87; 9,10,Secoergosta-5,7,10(19),22-tetraen 3.beta.-ol;9,10-Seco(5Z,7E,22E)-5,7,10(19),22-ergostatetraen-3-ol; 9,10-Secoergosta-5,7,10(19),22-tetraen-3-beta-ol	Hypoparathyroidism	252.1	E20, E89.2, P71.4
775	D01QUS	Calcipotriol; Calcipotriene; Divonex; Dovonex; BMS-181161; Daivonex (TN); Dovonex (TN); MC-903; (1R,3S,5Z)-5-[(2E)-2-[(1R,3aS,7aR)-1-[(E,2R,5S)-5-cyclopropyl-5-hydroxypent-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol; (1S,5Z,7Z,17ALPHA,22E)-24-CYCLOPROPYL-9,10-SECOCHOLA-5,7,10,22-TETRAENE-1,3,24-TRIOL; 1-ALPHA,24S-(OH)2-22-ENE-26,27-DEHYDROVITAMIN D3	Psoriasis	696	L40
776	D0T2PL	Calcitriol; Calcitriol (chemotherapy-induced alopecia); Calcitriol (chemotherapy-induced alopecia), Cytotech Labs; Calcitriol (API-31543, drug-induced alopecia), Cytotech Labs	Congenital alopecia		Q84.0
777	D0XQ2X	Calcium Chloride; Calcium Chloride 10% In Plastic Container	Magnesium intoxication		R79.0
778	D0B8SY	Calcium Gluceptate; Calcium Gluceptate	Mild hypocalcemia		E21
779	D09NFN	Pentetate calcium trisodium; Calcium trisodium pentetate; Trisodium calcium diethylenetriaminepentaacetate; Ca-DTPA	Acute radiation syndrome	990	T66
780	D06GSS	Calcifediol; Calderol	Vitamin D deficiency	268	E55
